Ignore,Key,Message
Y,メッセージ,
,msg1,If only I was as strong as her...
,msg2,"I was empty inside <br>after losing everything, <br>but something hot started <br>to flood back in."
,msg3,I felt...admiration.
,msg4,"It ignited a fire inside me, <br>burning away my despair <br>and painting over <br>my blackened heart."
,msg5,"I found a ragged cloak <br>and put it on, <br>standing up as majestically <br>as Queen Amleth."
,msg6,"With emotions overflowing, <br>I ran at full speed."
,msg7,"Without realizing it, <br>my wounds had healed, <br>and energy started to <br>surge through me!"
,msg8,...So light. <br>I feel so light! <br>I feel like I can fly!
,msg9,"Now, I can be as strong <br>as Queen Amleth...!"
,msg10,"That’s right! <br>At that moment, <br>I became a witch."
,msg11,A Viking witch!
