Ignore,Key,Message
Y,メッセージ,
,msg1-1,Dendrifikasi adalah kutukan...
,msg1-2,yang dibawa oleh seorang dewi—<br>seorang penyihir—<br>yang menjadi gila.
,msg2,Orang pertama yang<br>mengusulkan ide itu<br>adalah nenekku.
,msg3,"Di dalam hutan tempat tinggal<br>kami hidup seorang dewi,"
,msg4,Dan dialah alasan mengapa<br>hutan kami begitu berlimpah<br>dengan kehidupan.
,msg5,"Di masa lalu,<br>banyak orang dari desa kami<br>dapat melihat sang dewi,<br>tetapi mereka perlahan-lahan<br>kehilangan kemampuan itu<br>dari generasi ke generasi."
,msg6,"Sekarang,<br>hanya keluarga Penthesilea,<br>yang membawa<br>darah bangsawan,<br>yang dapat melihatnya."
,msg7,"Jika itu benar,<br>maka satu-satunya yang bisa<br>menemukan sang dewi dan<br>membawanya kembali ke akal<br>sehatnya adalah ibuku atau aku."
,msg8,"Tanpa ragu-ragu, ibuku<br>melangkah maju dan berkata,<br>“Aku akan melaksanakan<br>tugasku sebagai Ratu.”"
,msg9,"Setelah mendengar kata-kata itu,<br>wajah semua orang<br>melembut karena lega."
,msg10,"Semua orang kecuali aku...<br>dan nenekku,<br>yang memiliki kemampuan<br>untuk melihat masa depan..."
