Ignore,Key,Message
Y,メッセージ,
,msg1-1,Haruskah ku ceritakan <br>kisah lama?
,msg1-2,Dongeng membosankan tentang <br>seorang peramal tanpa nama—
,msg1-3,kisah rahasia tentang ia <br>dan aku...
,msg2-1,Aku dulunya adalah peramal <br>di jalanan...
,msg2-2,"Ramalanku terkenal karena <br>keakuratannya, sehingga <br>banyak orang berkumpul di <br>sekitarku setiap hari."
,msg3-1,"Tapi, ramalan hanyalah <br>ramalan—bukan prediksi... <br>Tidak ada yang selalu benar."
,msg3-2,
,msg4-1,"Walau begitu, tidak ada hari <br>tanpa adanya pengunjung yang <br>percaya sepenuhnya pada <br>ramalanku."
,msg4-2,
,msg5-1,"Aku tidak bisa bertanggungjawab <br>untuk nasib yang tidak menentu... <br>Lagipula, tidak ada masa <br>depan yang pasti."
,msg5-2,
,msg5-3,Masa depan adalah sesuatu <br>yang kita bentuk menggunakan <br>tangan kita sendiri.
