Ignore,Key,Message
Y,メッセージ,
,msg1-1,"Tôi nghĩ những tín<br>đồ theo Giáo Hội là một<br>nhóm người ngoan ngoãn, "
,msg1-2,chỉ lắng nghe mà<br>không thắc mắc...
,msg2-1,Nhưng cô ấy... 
,msg2-2,khác biệt—cô ấy thực<br>sự biết suy nghĩ và có<br>tính chủ động.
,msg3-1,"Và cô ấy muốn tôi sử<br>dụng sức mạnh để giúp<br>đỡ những người xa lạ, "
,msg3-2,không phải để phục vụ<br>cho lợi ích bản thân... 
,msg3-3,Đây là lần đầu tiên tôi<br>gặp một người như vậy.
,msg4-1,Có vẻ như nếu đi với cô<br>ấy thì sẽ có nhiều điều<br>vô cùng thú vị... 
,msg4-2,nên tôi đã chấp nhận<br>lời thỉnh cầu ấy.
,msg5-1,"Với tư cách là một nữ<br>tu của Giáo Hội,<br>tôi đọc vận mệnh của<br>những tín đồ lạc lối, "
,msg5-2,và đưa ra lời khuyên về<br>cách giải quyết vấn đề cho họ.
,msg6-1,Tôi lạc lõng vì không<br>có chút niềm tin tôn<br>giáo nào trong mình... 
,msg6-2,"Nhưng, cuộc sống của<br>tôi chưa bao giờ<br>hoàn hảo đến thế."
