Ignore,Key,Message
Y,メッセージ,
,msg1-1,Quelque temps après... 
,msg1-2,Fortina fut convoquée <br>par la papesse. 
,msg1-3,"L'espace d'un instant, j'ai été <br>horrifiée de savoir qu'elle était <br>la cible d'une chasse aux sorcières, "
,msg1-4,mais il semble que ce rite soit <br>nécessaire pour la ramener <br>à la normale.
,msg2-1,Mais pourquoi la lettre <br>me mentionnait-elle aussi ?
,msg2-2,
,msg3,J'avais un mauvais pressentiment... <br>mais j'espérais me tromper.
,msg4-1,Nous nous sommes donc rendues <br>à l'église non sans réserves... 
,msg4-2,puis la papesse a crié sur <br>Fortina en la traitant de sorcière.
,msg5-1,"Folle de rage, je n'ai pas pu <br>m'empêcher de répliquer. "
,msg5-2,« Vous insinuez que Fortina <br>serait une sorcière calamiteuse ? » <br>Je ne pouvais pas le croire...
,msg6,Mais lorsque la papesse <br>a pointé sa lance sur moi... <br>ma vision s'est distordue.
