Ignore,Key,Message
Y,メッセージ,
,msg1-1,Einige Zeit später kam ein <br>Brief von der Päpstin ... 
,msg1-2,Fortina wurde vorgeladen. 
,msg1-3,"Mir gefrierte das Blut in den <br>Adern und glaubte, <br>dass sie zum Ziel einer <br>Hexenjagd wurde. "
,msg1-4,"Doch angeblich wollte <br>man sie einladen, um ihre <br>Menschlichkeit <br>wiederherzustellen."
,msg2-1,Im Brief stand außerdem ... 
,msg2-2,dass ich sie begleiten solle. <br>Warum nur ...?
,msg3,Vielleicht spielen mir meine <br>Gedanken einen Streich ... <br>aber irgendwie war mir <br>nicht wohl bei der Sache ...
,msg4-1,"Wir blieben weiterhin auf <br>der Hut, als wir uns der <br>Päpstin vorstellen ... "
,msg4-2,"Da fing sie an zu <br>schimpfen und zu fluchen. <br>„Hexenweib!“, <br>schrie sie Fortina an."
,msg5-1,Empört wies ich diese <br>Anschuldigung zurück. 
,msg5-2,„Fortina ... soll eine <br>Unheils-Hexe sein ...?! <br>Aber das ... <br>das ist doch lächerlich ...!“
,msg6,"Doch als mir die <br>Päpstin ihre <br>Lanze entgegenhielt ... <br>war es, als ob sich die <br>Welt vor meinen <br>Augen ausdehnte."
