Ignore,Key,Message
Y,メッセージ,
,msg1,ทะ-ทำไมกัน…
,msg2-1,ทำไมกัน...<br>ไม่เข้าใจเลย ทำไม... 
,msg2-2,"สมองไม่ทันเข้าใจถึงคว<br>ามเจ็บปวดที่ได้รับ<br>คำๆ เดียวที่ถามตัวเองคือ<br>""ทำไมกัน"""
,msg3,คนที่สวมรอยยิ้มไร้<br>เดียงสาคนหนึ่งตอบมา
,msg4-1,"""ถ้าได้กินหัวใจของแม่มด คนๆ<br>นั้นก็จะได้พลังของ<br>แม่มดด้วยใช่ไหม "
,msg4-2,"ถ้าได้พลังมา<br>ข้าจะได้เป็นหัวหน้าคนต่อไป"""
,msg5-1,...ล้อกันเล่นใช่ไหม...<br>เชื่อข่าวลือพรรค์นั้นจริงๆ หรือ 
,msg5-2,นั่นเป็นเหตุผลที่มา<br>ฆ่ากันอย่างนั้นหรือ 
,msg5-3,ด้วย... ด้วยเหตุผลบ้าๆ<br>พรรค์นั้นหรือ…
,msg6,...ฮึ... ฮ่าฮ่าฮ่า... 
,msg7,อุตสาห์พยายามทำเพื่อพ่อ<br>สุดท้ายก็ถูกขาย... <br>มาตอนนี้ เพื่อนๆ<br>ที่อุตสาห์พยายามช่วยก็ดันคิดมา<br>กินเลือดกินเนื้อกัน!<br>เฮอะ!
,msg8,อะฮ่าฮ่าฮ่าฮ่า!
,msg9-1,อะฮ่าฮ่า...<br>ใช่สิ ข้าผิดเองล่ะ 
,msg9-2,สุดท้าย<br>เราต่างก็เป็นสัตว์เดรัจฉาน<br>โสมมที่กินขยะอย่า<br>งตะกละตะกลาม 
,msg9-3,คงไม่แปลกที่เราต้องมากินกันเอง<br>จริงไหม
,msg10-1,ข้าดึงมีดออกจาก<br>แผ่นหลังของตนเอง<br>แล้วชี้ไปที่เหล่า<br>ผองเพื่อนที่กำลังหวาดกลัว 
,msg10-2,"หลังพร่ำบอกตัวเอง<br>""เพื่อให้เรามีชีวิตอยู่ต่อไป"" "
,msg10-3,พร้อมส่งรอยยิ้มที่บิดเบี้ยว
