Ignore,Key,Message
Y,メッセージ,
,msg1-1,Diebstahl.<br>Erpressung. Einbruch. 
,msg1-2,"Da ich mit den Kräften<br>einer Hexe ausgestattet bin,<br>gibt es da draußen<br>vielerlei Jobs für mich,<br>solange ich nicht<br>wählerisch bin."
,msg2,"Jenes Stückchen Brot lastete<br>schwer auf meinem Herzen,<br>aber auch mein Herz hat<br>sich allmählich an diese<br>Art zu leben gewöhnt."
,msg3-1,Außerdem wimmelte es in<br>den Hinterhöfen von<br>Waisenkindern wie mir. 
,msg3-2,"„Ich tue das nicht für mich,<br>sondern für alle.“ "
,msg3-3,"Wenn ich diese<br>Worte flüsterte,<br>fühlte ich mich<br>ein wenig besser."
,msg4-1,Ich setze mein<br>Leben für ein bisschen<br>Geld aufs Spiel 
,msg4-2,und teile dann winzige<br>Brotstücke mit allen.
,msg5-1,"Das Leben war hart,<br>aber wenn diese<br>unschuldigen<br>Lächeln mir sagten: "
,msg5-2,"„Danke für alles, Iris“, "
,msg5-3,dann war das allein<br>schon jede Mühe wert.
,msg6,"Ach ...<br>Das war das Leben,<br>das ich mir immer<br>gewünscht hatte."
,msg7,Endlich hatte<br>ich meine wahre<br>Familie gefunden.
