Ignore,Key,Message
Y,メッセージ,
,msg1,"Khi ta mở mắt ra,<br>ta thấy mình... "
,msg2,đã phạm phải một sai lầm<br>không bao giờ có thể xóa nhòa.
,msg3,"“Cứu con với, Sư Phụ!” "
,msg4,Tiếng kêu cứu của tôi<br>nhanh chóng bị nhấn<br>chìm trong biển thực<br>vật hung hãn.
,msg5,“Merlyn!”
,msg6,"Một bàn tay ấm áp<br>nắm lấy cánh tay ta, "
,msg7,"và trong khoảnh khắc đó,<br>ý thức của ta chìm vào bóng tối."
,msg8,"Khi ta tỉnh dậy, "
,msg9,tất cả những gì còn lại là<br>chiếc mũ của sư phụ...<br>nằm trong vũng máu.
