Ignore,Key,Message
Y,メッセージ,
,msg1,"""Pagaremos por nuestros<br>pecados con nuestras vidas.<br>Así que por favor...<br>Por favor, perdona a nuestra hija""."
,msg2-1,Oí voces al otro lado<br>de la puerta. 
,msg2-2,Eran las voces de mis papás.<br>Sus últimas voces... 
,msg3,Todo lo que ocurrió<br>después es muy confuso.
,msg4,Pero hay una cosa que recuerdo.
,msg5-1,"Cuando los caballeros<br>de la Iglesia acudieron<br>a calmar el alboroto,<br>se rieron diciendo: "
,msg5-2,"""Idiotas tontos.<br>¿Quién creería una mentira así?""."
,msg6-1,"En ese momento,<br>me di cuenta de todo. "
,msg6-2,Fue como si una ráfaga<br>de viento me hubiera<br>llevado directamente<br>a la meta de una carrera.<br>Mi mente estaba tan clara.<br>Por fin todo tenía sentido.
,msg7,Mis papás...<br>habían sido<br>engañados... 
