Ignore,Key,Message
Y,メッセージ,
,msg1,"Das Leben war<br>jetzt wirklich hart,<br>aber Mama und Papa<br>gingen weiter zur Kirche."
,msg2-1,"Wenn sie irgendwo<br>Essen herbekommen,<br>geben sie es mir.<br>Die beiden haben seit<br>Tagen nichts gegessen. "
,msg2-2,"„Erwachsene bekommen<br>keinen Hunger“,<br>haben sie gesagt."
,msg3,"Und jedes Mal,<br>wenn sie mein<br>besorgtes Gesicht sehen,<br>entschuldigen<br>sie sich bei mir ..."
,msg4,Dabei müsste ich mich<br>doch entschuldigen ...
,msg5-1,"Ah, ich hab’s!<br>Der Wunsch der Heiligen Nacht! "
,msg5-2,"Wenn man in der Heiligen Nacht<br>einem Stern seinen Wunsch schickt,<br>wird dieser Wunsch<br>in Erfüllung gehen!<br>Das hat Mama mir gesagt!"
,msg6-1,Mmmh ...<br>Bei meinem Wunsch muss<br>ich mir wahrscheinlich einen<br>großen Stern aussuchen ... 
,msg6-2,"Oh! Der Stern an der<br>Spitze vom Baum,<br>der auf dem Marktplatz steht,<br>ist groß! Perfekt!"
,msg7,Auf meinem Weg zum<br>Marktplatz fand ich ein<br>komisches Loch im Boden.
,msg8,Ich lugte langsam hinein<br>und sah darin ...
