Ignore,Key,Message
Y,メッセージ,
,msg1-1,心意是看不見的東西。<br>所以大家才要送禮物，
,msg1-2,把心意通通放在禮物裡。
,msg2,送禮就像把心意<br>送到對方手上一樣。<br>所以……
,msg3-1,我站上比賽的舞臺，<br>拿出一塊黑麵包。
,msg3-2,一塊硬梆梆又沒味道，<br>毫不起眼的麵包。
,msg4-1,「這是我第一次做出來的麵包。
,msg4-2,　雖然當時烤焦了，<br>　姊姊卻跟我說，我做的麵包<br>　有種溫柔的味道。」
,msg5-1,「現在我的手藝變好，<br>　也能做出更精緻的麵包了，
,msg5-2,　但是姊姊依舊會跟我說，<br>　她現在還是很喜歡這種麵包。
,msg5-3,　因為這是索索<br>　第一次做出來的麵包。」
,msg6,「每次看到姊姊的笑容，<br>　我就會被姊姊的溫柔感動……」
,msg7-1,「這種麵包硬梆梆的，<br>　也沒什麼味道。
,msg7-2,　可是對我們姊妹倆來說，<br>　它是充滿回憶的麵包，<br>　再豪華的禮物，也比不上它<br>　帶給我們的溫暖！」
,msg7-3,　
,msg8-1,就在這個時候，<br>我身後響起了一陣輕輕的掌聲。
,msg8-2,我轉頭一看，發現那位大姊姊<br>正帶著微笑為我鼓掌。
,msg8-3,然後，其他人的掌聲<br>也跟著響了起來……
,msg9,呵呵……<br>大家也感受到我的心意了。
