Ignore,Key,Message
Y,メッセージ,
,msg1,내 의식은 깊은<br>밑바닥을 향해 빠져들었다.
,msg2-1,"나를 살리기 위해<br>스러져 간 수많은 목숨,"
,msg2-2,이것을 짊어지고<br>홀로 살아가는 것이<br>이 몸의 사명.
,msg3-1,그래서 나는 스스로를<br>특별하게 여기기로 했다.
,msg3-2,목숨을 짊어지는<br>중책에서 도망치고자.
,msg4,"허나... 아사히와 만난 뒤로,<br>내 마음은 흔들리기 시작했다."
,msg5-1,이 몸도 남들처럼<br>더불어 살고 싶다...
,msg5-2,"특별하지 않은,<br>있는 그대로의 모습으로..."
,msg5-3,"서로의 이름을 부르며, 함께..."
,msg6,‘카구야 님!!’
,msg7,"그 순간,<br>누군가의 목소리가 들려왔다.<br>‘공주님’ 이 아닌,<br>나 자신을 부르는 목소리.<br>이것은..."
,msg8-1,‘소인은 이제 <b>아사히</b>로서<br> 공주님과 함께하겠습니다!
,msg8-2,"그러니 정신을 차려 주세요,<br> 카구야 님!’"
,msg9-1,"하늘에서 내려온 빛이<br>어둠을 거두고,<br>나를 현실로 되돌려 놓았다."
,msg9-2,"이런 짓을 할 수 있는 자는,<br>한 사람밖에 없을 것이다."
,msg10-1,"언제나 야단스럽지만,<br>그렇게 이 몸의 세계를<br>밝게 비추어 주는,"
,msg10-2,나만의 빛.
,msg10-3,허나...
,msg11-1,스스로 원하여 나라를<br>멸망시킨 이 몸을...<br>공주라 할 순 없느니라.
,msg11-2,그런데도 넌...
,msg12,"내 안에 남은 불안을 지워내듯,<br>아사히는 처음 만났을 때와<br>변함 없는 미소로 말했다."
,msg13,"‘네... 제 평생을<br> 당신께 바치겠습니다,<br> 카구야 님.’"
,msg14-1,그렇게까지 말한다면<br>책임질 수밖에 없구나.<br>이 몸도 평생 함께 하겠노라.
,msg14-2,공주가 아닌... ‘카구야’ 로서.
