Ignore,Key,Message
Y,メッセージ,
,msg1,"Pengeran tersebut menghukum <br>orang-orang jahat dan bawahannya. <br>Dan dengan itu, akhirnya aku <br>terbebas dari kediamannya."
,msg2,Semua wanita yang dipenjara <br>juga dipulangkan ke rumah mereka.
,msg3,...Akhirnya semua selesai.
,msg4,"Aku penyihir, jadi aku tidak <br>punya rumah untuk kembali...<br>tapi tidak apa-apa."
,msg5,Karena aku akan tinggal <br>dengan pangeranku—
,msg6,Cinta di hidupku yang bahkan <br>pernah muncul di mimpiku.
,msg7,Hehehe... <br>Ahh...perasaan nyaman <br>dan hangat ini... <br>Ini kah cinta sejati.
,msg8,"Aku akan selalu mencintaimu, <br>pangeranku."
,msg9,Selama-lamanya. Hehehe...
