Ignore,Key,Message
Y,メッセージ,
,msg1-1,"« C'est toi que l'Église veut, <br>alors je vais nous faire <br>gagner du temps. "
,msg1-2,Profites-en pour t'enfuir. » 
,msg1-3,Sol m'a alors <br>fixée avec désarroi.
,msg2,"« Ils ne vont rien te <br>faire à toi, pas vrai ? »"
,msg3-1,"Je lui ai répondu <br>que non, évidemment. "
,msg3-2,"« Je ne suis pas une sorcière, <br>ils ne peuvent rien me faire. "
,msg3-3,Fais-moi confiance. »
,msg4-1,Elle a hoché la tête avec <br>hésitation avant de partir. 
,msg4-2,Puis j'ai refermé la porte <br>derrière elle.
,msg5-1,Je me demandais si j'avais <br>réussi à dissimuler le fait <br>que mes jambes tremblaient. 
,msg5-2,Mais il me semblait que <br>mon sourire était naturel.
,msg6-1,C'est alors que <br>l'Inquisition a débarqué. 
,msg6-2,J'ai rassemblé tout mon <br>courage pour répondre.
,msg7-1,« Il n'y a aucune sorcière <br>nommée Soltina ici. 
,msg7-2,"La sorcière, c'est moi, <br>Lunalynn ! »"
