Ignore,Key,Message
Y,メッセージ,
,msg1,โซลมักคอยช่วยเหลือข้าอยู่เสมอ<br>เพราะอย่างนั้นครั้งนี้<br>ข้าจึงอยากเป็นคนที่ปกป้องนาง
,msg2-1,แต่ทุกสิ่งที่ข้าทำ<br>มีแต่ทำให้นางโศกเศร้า... 
,msg2-2,และข้าก็ยังทำให้นางเจ็บปวดอีก... 
,msg3-1,ข้าเกลียดตัวเองนัก
,msg3-2,ข้าไม่สามารถช่วยน้อ<br>งสาวที่ล้ำค่าเอาไว้ได้ด้วยซ้ำ... 
,msg3-3,ทำไมข้าถึงไร้ประโยชน์นัก…
,msg4-1,ข้าทุบตีตัวเอง 
,msg4-2,แต่แล้วโซลก็หยิบบาง<br>สิ่งออกมาจากกระเป๋า
,msg5-1,นี่…
,msg5-2,นี่มันคือตุ๊กตาหมีที่ข้า<br>ให้เจ้าเป็นของขวัญวันเกิด... 
,msg5-3,เจ้า...พกมันเอาไว้ตลอดเลยเหรอ…
,msg6,โซลยิ้มให้ข้าอย่างอบอุ่น
,msg7,"""ขอบคุณที่ช่วยข้าเสมอนะ พี่"""
,msg8-1,โซล... 
,msg8-2,ข้าขอโทษ 
,msg8-3,ขอโทษที่ทิ้งเ<br>จ้าเอาไว้คนเดียว
,msg9-1,แต่…
,msg9-2,ข้ารักเจ้ายิ่งกว่าสิ่งใดเลยะ<br>โซล!
