Ignore,Key,Message
Y,メッセージ,
,msg1,ทุ่งไหม้เป็นเถ้าถ่านกว้าง<br>ไกลสุดลูกหูลูกตา
,msg2,เจ้าอสูรนั้นพูดถูกแล้ว<br>หากแปรเปลี่ยนทุกสิ่ง<br>ทุกอย่างเป็นผุยผง...<br>โลกก็จะอยู่รอดปลอดภัย…
,msg3,นี่เป็นสิ่งที่ถูกต้องจริง ๆ หรือ...<br>การกระทำเช่นนี้จะ<br>ช่วยโลกได้จริง ๆ หรือ…
,msg4-1,อสูรไม่เคยโกหก<br>ข้าเชื่ออย่างนั้น แต่ทว่า... 
,msg4-2,นั่นเป็นเรื่องจริงใช่ไหม<br>อสูรตนนั้นฉลาดแยบยลถึง<br>ขั้นหลอกข้าได้จริง ๆ หรือ
,msg5,ข้า...<br>ทำลายโลกทั้งใบ...<br>ไม่ใช่หรือ...!
,msg6,อา... อ๊าาา...<br>ขะ-ข้าทำอะไร...<br>ลงไป…
,msg7-1,...ได้โปรด<br>ใครก็ได้ตอบข้าที... 
,msg7-2,ช่วยตอบทีว่าโลกยังไม่ถูกทำลายน่ะ...!<br>บอกทีว่าทุกอย่างนี้เป็นแค่ความฝัน...!<br>ได้โปรดเถอะ...!
