Ignore,Key,Message
Y,メッセージ,
,msg1-1,Ắt hẳn vẫn có người sống sót. 
,msg1-2,"Tôi tiếp tục bước đi với niềm tin đó,<br>nhưng tất cả những gì tôi<br>thấy chỉ là ngọn lửa. "
,msg1-3,Những người mà lẽ<br>ra tôi phải bảo vệ...<br>Nhà của tôi…vMọi thứ đã... 
,msg2-1,Tại sao...?<br>Tại sao điều này lại xảy ra...? 
,msg2-2,Lẽ ra tôi phải bảo vệ tương<br>lai của mọi người...<br>phải không?<br>Tôi đã làm thế phải không?
,msg3-1,"Làm ơn, ai đó hãy trả lời tôi đi... "
,msg3-2,Hãy nói với tôi rằng tôi đã bảo vệ<br>mọi người... Rằng...<br>tất cả chỉ là một lời<br>nói dối trắng trợn... 
,msg4,"...Tôi thực sự...<br>chỉ còn một mình thôi sao?<br>Tôi thực sự đã hủy diệt...<br>mọi thứ...?<br>Không... Chúa ơi, không...!"
,msg5-1,"Này, làm ơn...<br>Tôi xin đó... "
,msg5-2,"Ai đó, bất cứ ai...<br>hãy lên tiếng đi...!<br>Làm ơn...!"
,msg6,“Chỉ Huy Paladea!!”
,msg7,Tôi nghe thấy một giọng nói.<br>Một giọng nói mạnh<br>mẽ như ngọn lửa... 
,msg8,"“Vì tương lai mà chị đã chiến đấu để bảo vệ,<br>em sẽ đánh bại chị, chính tại đây!”"
,msg9,À...<br>Cảm ơn... 
,msg10,"Khi giọng nói mạnh<br>mẽ đó vang lên bên tai tôi,<br>ngọn lửa đen bắt đầu biến mất... "
