Ignore,Key,Message
Y,メッセージ,
,msg1,หลายปีผ่านไปนับตั้ง<br>แต่เหล่าอสูรมาเยือน<br>มนุษยชาติต่อกรกับพว<br>กมันมาอย่างต่อเนื่อง...<br>แต่โลกกลับพังพินาศไปแล้ว
,msg2-1,ดินแดน 80% แหลกสลายหายไป<br>มนุษยชาติเหลือไม่ถึง<br>10% หากเป็นแบบนี้ต่อไป 
,msg2-2,ดินแดนอันกระจ้อยร่อยของเราที่<br>เหลืออยู่คงจมหายไปในห้วงสมุทรแน่…
,msg3,มีหนทางเดียวที่ป้องกันหายนะนั้นได้...<br>เผาอสูรให้ราบคาบ
,msg4,แต่อสูรแอบซ่อนอยู่<br>ในหัวใจของผู้คนมากมาย...<br>ไม่ได้มีแค่ข้าคนเดียว…
,msg5,"""...เพื่อทำลายเหล่าอสรู...<br>เจ้าต้องทำลายมนุษยชาติ"""
,msg6,มะ-ไม่!<br>ช่างโกหกเหลวไหล...!<br>ต้องมีทางอื่นอยู่แน่ ๆ...!
,msg7-1,...แต่ในความเป็นจริง<br>แล้วก็ฟังดูสมเหตุสมผล 
,msg7-2,อสูรไม่เคยโกหก<br>เพียงแต่บอกเล่าความจริง<br>ในมุมมองที่โหดร้าย
,msg8,เพื่อกอบกู้โลก<br>ข้าไม่มีทางเลือกอื่น...<br>มีแต่ต้องทำลายมนุษยชาติ…
,msg9,
,msg10,
