Ignore,Key,Message
Y,メッセージ,
,msg1,There’s an angel and<br>a demon inside me.
,msg2,"The angel tells me<br>to save the world,<br>while the demon whispers<br>the sweetest temptations."
,msg3-1,<ct=3000>You’ve</ct> already<br>abandoned the world. 
,msg3-2,"You knew what<br>you truly wanted,<br>so why are you<br>hesitating now?"
,msg4-1,"...He’s trying to<br>save the world.<br>So, I’ll do the same. "
,msg4-2,
,msg4-3,"Not for the world,<br>but for him."
,msg5-1,"But, I’m sure he’ll look at me<br>with those gentle eyes and say, "
,msg5-2,“Your life is more precious<br>to me than the world.”
,msg6-1,...Ah...yes... 
,msg6-2,"If I heard such wonderful<br>words from him, "
,msg6-3,it might make me <br>just want to abandon <br>the world.
,msg7,"After all, there’s a secret<br>I’ve been hiding."
,msg8-1,The power of God is<br>hidden away in someone<br>who shouldn’t exist—
,msg8-2,the foolish Witch of Qlipha<br>who bears the number 0.
,msg9,<i>That</i> is <ct=3000>who I am</ct>.
,msg10,
