Ignore,Key,Message
Y,メッセージ,
,msg1-1,巨大的坑洞中央，<br>封印的祭坛。
,msg1-2,我们救回被恶魔操控的教皇陛下，<br>用神杖的力量<br>将最后的诅咒一举铲平。
,msg2,世界终于得救了……！
,msg3,……我觉得不太对劲。<br>整件事未免太容易了。
,msg4-1,就好像有人一直盼着这一刻——
,msg4-2,盼着诅咒消失，<br>全部集中到一个地方……？
,msg5-1,全世界为数仅10人的<br>逆卡巴拉魔女，
,msg5-2,身上都带有守护天使的力量。
,msg6,将那股保护世界的力量反转，<br>就会变成名为<ct=3000>“诅咒”</ct>的<br>破坏性力量。
,msg7,夺走诅咒，也就意味着<br>夺走“保护世界的力量”……
,msg8,我的体内开始有力量<br>如<ct=3000>尖刺</ct>般冒出来。
,msg9,我听见教皇陛下<br>凄厉的声音响起：
,msg10,“第11个诅咒……？！<br>　怎么可能、这不可能……！”
,msg11,封印的祭坛崩塌，<br>有<ct=3000>某种东西</ct>侵入了我的身体。
