Ignore,Key,Message
Y,メッセージ,
,msg1,"Медленно,<br>но верно у меня начали<br>появляться свои поклонники!"
,msg2,Я помню одно выступление<br>в маленькой деревушке... 
,msg3,"Ко мне подошла девочка,<br>сжимавшая в руках куклу с<br>пистолетами, и сказала: "
,msg4,"""Ты самый крутой стрелок в мире!""<br>Я была так счастлива... "
,msg5,"А затем по миру начало<br>распространяться это ведьминское<br>Проклятие, и люди перестали<br>нас принимать.  Они говорили,<br>что ""им сейчас не до цирка"". "
,msg6,
,msg7,"Они выгоняли нас… Они ругались<br>на нас... Честно признаться,<br>мне было больно от этого."
,msg8,"Но хуже всего... <br>было то, "
,msg9,что у меня не было<br>возможности зажечь улыбки<br>на их мрачных лицах.
