Ignore,Key,Message
Y,メッセージ,
,msg1,"Đoàn xiếc nhanh chóng phát<br>hiện ra tôi là phù thủy,<br>nhưng họ chẳng bận tâm."
,msg2,"Bởi vì mặc dù bản thân họ có<br>thể không phải là phù thủy,<br>nhưng họ cũng là những<br>người bị xã hội ghẻ lạnh."
,msg3,"Tôi bắt đầu làm các công<br>việc hỗ trợ cho đoàn xiếc,<br>và không lâu sau đó,<br>tôi được kiểm tra để xem<br>diễn xuất của tôi như thế nào."
,msg4,"Tôi đã thử biểu<br>diễn làm một chú hề,<br>một nghệ sĩ đu dây,<br>người thuần hóa động vật... "
,msg5,"nhưng,<br>tôi gần như chẳng<br>làm gì nên hồn cả."
,msg6,Điều duy nhất tôi thành thạo... 
,msg7,... là đùa nghịch với những cô bé<br>này—những khẩu súng lục của tôi.
,msg8,Tôi đã sống một cuộc<br>sống khá vui vẻ sau đó.
,msg9,Tất nhiên sự thật tôi là<br>một phù thủy không<br>được tiết lộ với khán giả.
