Ignore,Key,Message
Y,メッセージ,
,msg1,네그가 모두 얘기해 주었어.
,msg2-1,"자기가 천사라는 것,<br>악마랑 싸우다 졌다는 것,"
,msg2-2,땅에 떨어진 충격으로<br>기억을 잃었던 것.
,msg3,그리고 내가 ‘기적’ 을<br>일으키고 말았다는 것까지...
,msg4-1,‘우리 천사에겐 인간의 소원을<br> 이루어 주는 힘이 있어.
,msg4-2,"루미카가 나를 구하고자 했을 때,<br>내 안에 있던 힘이 반응하면서"
,msg4-3,저주의 짐승을 떨쳐내 버리는<br>기적을 일으킨 거야.’
,msg5-1,‘기적엔 그 규모만큼의 대가가 따라.
,msg5-2,기적을 행한 자가 소중히 여기는 것.
,msg5-3,루미카의 경우엔... 소중한 사람과의<br>하루치 기억 정도가 되겠네.’
,msg6-1,<i>네그만 무사하다면야<br>하루 정도는 까먹어도 괜찮아!</i>
,msg6-2,<i>앞으로 더 즐거운 추억을 쌓으면 돼!</i>
,msg7,"‘그치. 나도, 그러고 싶었는데...’"
,msg8-1,네그가 내 눈을 피했어.<br>그제야 깨달았지.
,msg8-2,네그의 몸이 희미해져 가고<br>있다는 걸...
,msg9,‘죽어가던 루미카를 살리려면<br> 이 방법뿐이었어.’
,msg10-1,‘우리는 인간의 소원을<br> 이루어 주는 존재야.
,msg10-2,자신의 소원을 이루는 건<br>금지되어 있지.
,msg10-3,　　　　　　   그래서...’
,msg11-1,"<i>...안 돼, 그런 건 싫어!<br>하느님, 부탁이에요!</i>"
,msg11-2,<i>아까 소원은 없던 걸로 해 주세요!</i>
,msg11-３,<i>네그 말고 절 데려가세요!</i>
,msg12-1,‘그럴 순 없어.<br> 루미카가 없는 세상은
,msg12-2,사랑할 자신이 없는걸.’
,msg13,그렇게 말하는 네그는<br>지금까지 본 것 중에서<br>가장 예쁜 미소를 짓고 있었어.
