Ignore,Key,Message
Y,メッセージ,
,msg1,小內把所有事情都告訴我了。
,msg2-1,她的真實身分是天使。<br>她在與惡魔的交戰中落敗。
,msg2-2,墜落到地面時的衝擊，<br>讓她失去了記憶。
,msg3,還有，我剛才不小心<br>引發的「奇蹟」。
,msg4-1,「我們擁有替人類實現<br>　願望的力量。
,msg4-2,　妳想救我的念頭，<br>　觸發了我身上的奇蹟之力，
,msg4-3,　進而引發奇蹟，<br>　驅逐了詛咒邪獸。」
,msg5-1,「奇蹟需要付出與願望<br>　相應的代價。
,msg5-2,　引發奇蹟的人需要付出<br>　自己最珍貴的事物。
,msg5-3,　璐米佳妳……<br>　恐怕會失去一天份的記憶，<br>　忘記妳與所愛之人共有的回憶。」
,msg6-1,只、只要能救小內，<br>失去一天的記憶也沒關係！
,msg6-2,只要我們以後再創造更多<br>快樂的回憶就好了嘛！
,msg7,「是呀。<br>　我也很希望能這麼做……」
,msg8-1,小內別開了視線。<br>這一刻我才發現——
,msg8-2,小內的身體，變得好透明。
,msg9,「要救回瀕死的妳，<br>　我只有這個辦法。」
,msg10-1,「我們的存在是為了<br>　替人類實現願望。
,msg10-2,　我們的力量不被允許用來<br>　實現自己的心願。
,msg10-3,　所以……」
,msg11-1,……不，我不要這樣！<br>神啊，求求祢！
,msg11-2,請祢取消小內許的願望！
,msg11-３,不要管我，救小內就好！
,msg12-1,「這個不行。<br>　畢竟我無法去愛一個，
,msg12-2,　沒有璐米佳存在的世界。」
,msg13,說完後小內笑了，<br>那是我見過最漂亮的笑容。
