Ignore,Key,Message
Y,メッセージ,
,msg1-1,Algo hizo que la otra <br>Charlotte volviera a enfurecerse. 
,msg1-2,Pero ese día fue diferente.
,msg2-1,"Un hombre con un bastón <br>me animó, diciendo: "
,msg2-2,"""Debió ser difícil estar sola""."
,msg3-1,¿Sola? ¿De qué estás hablando? <br>Ella está conmigo... 
,msg3-2,"Ah, entiendo... "
,msg3-3,Él me entiende.
,msg4-1,Sabía exactamente lo que <br>estaba escondido bajo <br>mi máscara feliz... 
,msg4-2,"Después de saberlo todo, <br>me tendió la mano y me dijo: "
,msg4-3,"""Ven conmigo""."
,msg5-1,"""¿Qué opinas?"""
,msg5-2, Le pregunté a mi otro yo. 
,msg5-3,"Pero ya tenía mi respuesta, <br>voy a confiar en él."
,msg6-1,"Si esto termina siendo <br>una especie de truco, "
,msg6-2,me esconderé de nuevo. 
,msg6-3,"Así que oré para que este <br>hombre no me traicionara, <br>y le tomé la mano, <br>con la esperanza de que <br>finalmente pudiera despedirme <br>de mi feliz máscara."
