Ignore,Key,Message
Y,メッセージ,
,msg1-1,ชาร์ล็อตอีกคนเป็นแม่มด 
,msg1-2,ดังนั้นอัศวินแห่งลองกิ<br>นุสจึงคอยตามล่านาง<br>อย่างไรทุกคนก็เกลีย<br>ดแม่มดอยู่แล้ว
,msg2,ข้าจึงซ่อนนางไว้ภาย<br>ใต้หน้ากากเปี่ยมสุข<br>ปกป้องนางจากศาสน<br>จักรตลอดเวลาที่ผ่านมา
,msg3-1,แต่แล้วในวันหนึ่<br>งที่เหมือนกับวันอื่น ๆ 
,msg3-2,อัศวินนายหนึ่งพบตัวข้าขณะ<br>ที่กำลังเดินอยู่ในเมือง<br>ข้าจึงพยายามวิ่งหนี
,msg4-1,แต่อัศวินนายนั้นเอาขนมที่ข้า 
,msg4-2,ไม่สิ ขนมที่นางชอบไป<br>แล้วเหยียบขยี้มันจนเ<br>ป็นชิ้นเล็กชิ้นน้อย
,msg5-1,ความสะเทือนใจที่ได้เห็นขนมสุดโป<br>รดถูกทำลายทำให้นางโมโหสุดขีด 
,msg5-2,นางทำลายหน้ากากเปี่ยมสุขของข้า 
,msg5-3,ปลดปล่อยตนเองเป็นอิสระ…
,msg5-4,แล้วยึดครองร่างของข้า
