Ignore,Key,Message
Y,メッセージ,
,msg1,설마 영주님 저택에 펜리르랑<br>케르베로스가 있을 줄이야...!
,msg2,두 사람은 산에서 만난 친구여유!
,msg3-1,"옛날 생각 나는구먼.<br>셋이서 산나물 캐랴, 벌거지 잡으랴..."
,msg3-2,짧은 시간이었지만 참 즐거웠는디...
,msg4,둘 다 잘 지낸 것 같아 다행이여...<br>‘그런 일’ 이 있었는데도...
,msg5,가슴이 시큰거리네.<br>이건 분명 내가 저 둘을...
,msg6,"<i>아... 암것도 아녀!<br>케르베로스, 펜리르.</i>"
,msg7-1,"<i>영주님이랑 여러 나라를 가고,<br>같이 캔디도 만들고...</i>"
,msg7-2,<i>둘한티 재미진 추억들이 잔뜩<br>생겨서 내가 다 기쁘구먼.</i>
,msg8-1,<i>나도 같이 추억을 만들자구...?</i>
,msg8-2,<i>그럴 수 있음 참 좋겄는디...</i>
,msg9-1,그치만 나는 그럴 자격이 없슈.
,msg9-2,왜냐믄 난 저 둘을 배신했으니께...
