Ignore,Key,Message
Y,メッセージ,
,msg1-1,"Eines Tages gab es in einem Dorf,<br>in dem ich zufällig vorbeikam,<br>einen großen Erdrutsch. "
,msg1-2,"Mehr als die Hälfte der<br>Opfer war schwer verletzt,<br>einschließlich der Ritter,<br>die gekommen waren,<br>um diese zu retten ..."
,msg2-1,Ich kann nicht so viele<br>Menschen auf einmal heilen ...!<br>Die Opfer halten<br>nicht mehr lange durch ... 
,msg2-2,Aber mit Magie würde ich<br>sie noch retten können ...!
,msg3,„Mit deiner Magie<br>können noch mehr<br>Menschen gerettet werden.“
,msg4,"Als würde sie mich<br>für mein Zögern schelten,<br>drängten sich die Worte meiner<br>Meisterin in meinen Kopf. "
,msg5,"Ich bin eine Heilerin.<br>Ich bin hierhergekommen,<br>um den Schmerz der<br>Menschen zu lindern.<br>Und darum ...!"
,msg6,"Ich setzte meine Magie ein,<br>mit der alleinigen Absicht,<br>die Leidenden zu retten. "
,msg7-1,"Gott sei Dank ...<br>Ich konnte sie retten,<br>bevor es zu spät war."
,msg7-2,Aber ...
,msg8-1,Alle starrten mich mit<br>angsterfüllten Blicken an ... 
,msg8-2,"Ahh, wusste ich es doch. "
,msg9,"Aber das spielt keine Rolle.<br>Gar nichts zu tun,<br>hätte sich viel<br>schlimmer angefühlt. "
,msg10,Es ist also schon in Ordnung ...
