Ignore,Key,Message
Y,メッセージ,
,msg1-1,"Ketika aku mencoba pergi ke <br>panti asuhan, aku bertemu <br>orang aneh."
,msg1-2,Dia mempunyai tongkat yang <br>bisa menghilangkan kutukan api <br>yang menghalangi jalanku <br>dengan sekejap.
,msg2-1,"Berkat dia, aku bisa terus <br>berjalan, tapi orang ini <br>mengatakan sesuatu yang aneh."
,msg2-2,"Kau akan menyelamatkan <br>semua penyihir? <br>Haha...Ya, semoga beruntung."
,msg3,Penyihir Api adalah musuh <br>semua orang. <br>Tidak ada suatu hal di luar <br>sana yang bisa mengubah <br>pikiranku.
,msg4-1,"Nyonya Val, <br>mungkin kau berkata, <br>""Balasan yang sebenarnya <br>adalah memaafkan..."" <br>Tapi aku tidak bisa memaafkan <br>penyihir yang membunuhmu."
,msg4-2,
,msg5-1,"Aku menolak menghilangkan <br>kebencianku, dan kami pun <br>sampai ke panti asuhan..."
,msg5-2,
,msg5-3,tapi aku tidak siap untuk apa <br>yang sedang menunggu kami.
