Ignore,Key,Message
Y,メッセージ,
,msg1-1,어째서 <ct=3000>선생님</ct>이 여기에?<br>죽었을 텐데...
,msg1-2,게다가 저 모습...<br><ct=3000>선생님</ct>이 <ct=3000>불꽃의 마녀</ct>?<br>젠장! 뭐가 어떻게<br>돌아가고 있는 거야?!
,msg2-1,가라앉지 않는 분노를 터뜨리듯<br><ct=3000>선생님</ct>은 주위를 불태웠다.
,msg2-2,그 모습은 어딘가<br>울고 있는 것 같아서...
,msg3-1,<ct=3000>선생님</ct>한테 무슨 일이 있었는지<br>모르겠지만... 어떻게든 해야 해.
,msg3-2,<ct=3000>선생님</ct>의 가족인 내가<br><ct=3000>선생님</ct>을 멈추는 거야.
,msg4-1,제길!<br>안돼. 내 목소리가 안 닿아.
,msg4-2,어떻게 해야 하지?<br>난 아무것도 할 수 없는 거냐고!
,msg5-1,"그때, 나는 영주님이라는 <br>녀석의 말이 생각났다."
,msg5-2,모든 마녀를 구한다.<br>그것이 그 녀석의 목적.
,msg6-1,한번 부정했던 내가 말할<br>자격이 없는 건 알고 있어.
,msg6-2,"하지만, 만약 정말로<br>모든 마녀를 구한다고 한다면..."
,msg7,부탁해! <ct=3000>선생님</ct>을 구해줘!<br>영주님... 나에게 힘을 빌려줘!
