Ignore,Key,Message
Y,メッセージ,
,msg1,Die schwarzen Flammen<br>zerstörten die Welt. 
,msg2,"Doch als ich aufwachte,<br>bot sich mir ein<br>unglaublicher Anblick:<br>Die Welt war wieder normal."
,msg3,"Man sagt,<br>es sei ein Wunder gewesen,<br>das einem einzigen Menschen<br>mit einem einzigen<br>Stab zu verdanken wäre. "
,msg4,"Ich frage mich, was ich alles<br>opfern müsste, um eine solche<br>Macht zu erlangen ...?"
,msg5,"Er und seine Freunde<br>waren auf einer Reise,<br>um die Welt zu retten.<br>Sie suchten nach der Quelle<br>der schwarzen Flammen,<br>die er den „Fluch“ nannte."
,msg6,"Ich habe so eine Ahnung,<br>wo ich Kommandantin<br>Paladea finden kann, aber ..."
,msg7,"Wenn ich sie dann<br>einmal treffe,<br>was soll ich tun?"
,msg8,"Ich habe sie stets bewundert.<br>So zu werden, wie sie,<br>war mein Ziel.<br>Für mich bedeutete sie alles,<br>und doch ..."
,msg9,"... war es<br>Kommandantin Paladea,<br>die die Welt in Schutt<br>und Asche gelegt hatte."
,msg10,An was soll ich von<br>jetzt an noch glauben?<br>Wofür soll ich kämpfen?
,msg11,"Mein Herz schwankt,<br>während ich mit dem<br>Mann und seinen<br>Freunden weiterlaufe. "
,msg12,Meine Kanone reagiert nun<br>gar nicht mehr auf mich.
