Ignore,Key,Message
Y,メッセージ,
,msg1,"Camino con el hombre<br>y sus amistades,<br>medio arrastrando mi<br>cañón roto detrás de mí."
,msg2,Creía que el poder era justicia.<br>Por eso me sometí al más<br>riguroso de los entrenamientos.
,msg3,"Pero ahora,<br>salvando al mundo ante<br>mis propios ojos está una "
,msg4,persona que estaría<br>mejor si le llamaran débil.
,msg5,"Esta persona está disipando<br>las llamas negras malditas,<br>tendiendo la mano a la gente<br>y devolviéndoles las sonrisas<br>que perdieron."
,msg6,Es diferente<br>de quien una vez admiré.
,msg7,"Pero, hay una calidez<br>y gentileza familiar... "
,msg8,"Ah, qué diablos...<br>¿Cómo no me di cuenta<br>de algo tan simple?"
,msg9,Lo importante no es el poder.<br>Lo importante es<br>por lo que luchamos.
,msg10,Ni siquiera entendía algo que<br>era tan completamente obvio.
