Ignore,Key,Message
Y,メッセージ,
,msg1,"Meio que arrastando<br>minha arma inútil,<br>caminhei ao lado deles."
,msg2,Eu pensava que a própria<br>força era a justiça.<br>Por isso continuei<br>sempre meu treino cruel.
,msg3,Mas quem eu vi tentando<br>salvar o mundo diante dos 
,msg4,meus olhos foi uma pessoa<br>que se diria até ser fraca.
,msg5,"Apesar disso<br>ele está apagando<br>as chamas negras,<br>estendendo a mão para<br>os outros e trazendo<br>de volta seus sorrisos."
,msg6,"Sua imagem é diferente da<br>pessoa que eu adorava antes, "
,msg7,mas ainda assim é tão gentil<br>e acolhedor quanto ela...
,msg8,"Ah, ora essa.<br>Não é tudo tão simples, afinal?"
,msg9,O necessário não é a força.<br>Mas sim um motivo para lutar.
,msg10,Eu não fui capaz de<br>entender nem mesmo<br>algo óbvio assim.
