Ignore,Key,Message
Y,メッセージ,
,msg1,"Jusqu'à ce jour, "
,msg2,"je me battais dans l'unique<br>but d'obtenir les flammes<br>de la justice pouvant<br>terrasser les démons,<br>tout comme Paladea."
,msg3,"Cependant, jamais je<br>n'avais mon propre<br>sens de la justice.<br>Je ne faisais que<br>suivre celui des autres."
,msg4,Pourquoi Paladea<br>avait-elle agi ainsi ?
,msg5,"Je n'en avais aucune idée, "
,msg6,mais je me rappelai ce<br>que j'admirais en elle.
,msg7,Ces magnifiques<br>flammes immaculées...<br>Sa grande gentillesse...
,msg8,Sa lumière éblouissante à<br>l'image d'un futur radieux...
,msg9,"En y repensant,<br>tout me paraissait évident. "
,msg10,"Après tout,<br>l'image de ce jour-là était<br>ancrée dans mon esprit."
,msg11,"Après un moment,<br>nous arrivions à destination. "
,msg12,"Dame Paladea,<br>la Sorcière de la justice,<br>était toujours entourée<br>de flammes noires."
,msg13,Elle semblait nous attendre.
