Ignore,Key,Message
Y,メッセージ,
,msg1-1,Waktu telah berlalu...<br>dan aku tumbuh <br>semakin cantik.
,msg1-2,"Ibuku berkata aku <br>masih anak kecil, <br>tapi aku tahu aku <br>akan menjadi <br>wanita cantik."
,msg1-3,
,msg2,"Kenapa, aku bahkan pernah <br>tampil di sebuah pertunjukkan <br>sebagai pemeran utama."
,msg3-1,"Tapi, ibuku menolak mengakui <br>bahwa aku telah siap... "
,msg3-2,
,msg3-3,"Tentu saja, keanggunannya <br>tak tertandingi... "
,msg3-4,"Tapi suatu hari, aku akan <br>menyandang nama itu, dan <br>mekar sepenuhnya menjadi <br>bunga yang akan menghiasi <br>panggung dengan segala <br>keindahan dan kemegahannya."
,msg3-5,
,msg4-1,A-aku sangat berbeda dengan <br>penyanyi wanita yang lain—
,msg4-2,tidak terobsesi dengan nama <br>seperti mereka!
,msg5-1,"Selain itu, untukku, menyanyi <br>adalah alasanku untuk hidup... "
,msg5-2,Aku tidak melakukan <br>pertunjukkan di panggung <br>karena aku ingin dikenal <br>sebagai Sang Pencipta Lagu.
,msg5-3,
,msg5-4,Aku tampil...<br>karena aku suka menyanyi.
