Ignore,Key,Message
Y,メッセージ,
,msg1-1,"Паника охватила зал, "
,msg1-2,"и тут вдруг мама<br>начала петь так,<br>будто она одержима. "
,msg1-3,Но... что это?
,msg2-1,Моя голова<br>пульсировала от боли... 
,msg2-2,"Я не должна была<br>слышать ее голос, "
,msg2-3,но он звучал прямо<br>у меня в голове.
,msg3-1,Это песня певицы? 
,msg3-2,Нет... 
,msg3-3,Мама пела красивее...<br>Более искренне!
,msg4-1,"И тут несколько<br>девушек начали петь, "
,msg4-2,будто бы вдохновившись<br>пением мамы. 
,msg4-3,"Все они были ведьмами,<br>а эта песня - их проклятием... "
,msg5-1,"Ведьминский хор огласил<br>помещение театра, "
,msg5-2,и земля разверзлась в ответ.
,msg6-1,"Я проталкивалась<br>сквозь толпу людей, "
,msg6-2,"пытающихся выбраться,<br>и кричала в отчаянии: "
,msg6-3,"""Мама, прекрати это безумие!"""
