Ignore,Key,Message
Y,メッセージ,
,msg1,Não imaginei que você salvaria minha vida uma segunda vez...
,msg2,"Como naquela época, você continua<br>sempre a me ajudar..."
,msg3,"(Ah, meu suserano... Eu não tenho dúvidas.<br>Você é o único a quem eu devo servir.)"
,msg4,Como a Igreja da Lança Sagrada é capaz de fazer uma caça às bruxas​<br>quando o mundo está sendo assolado pela maldição...
,msg5,"""Se matarmos as bruxas, a maldição também desaparecerá""...<br>Isso é o que dizem eles.​"
,msg6,"Mas, na verdade, parece que estão tentando é alastrar a maldição."
,msg7,"Chegou uma nova companheira...! Iris, você consegue se levantar?​"
,msg8,É claro. Nosso suserano é a pessoa de quem <br>o mundo mais precisa neste momento.
,msg9,Não vou deixar aquela cambada da igreja roubá-lo de nós!​
,name1,Iris
,name2,Illya
