Ignore,Key,Message
Y,メッセージ,
,msg1,ท่านช่วยชีวิตข้าถึงสองครั้งสองครา...
,msg2,ท่านจะคอยอยู่ช่วยข้าเสมอ ใช่ไหม...<br>เหมือนที่ท่านเคยทำมาตลอดหลายปีก่อน...
,msg3,(นายท่าน...<br>ข้ารู้อยู่แล้วว่าผู้เดียวที่ข้าจะรับใช้...คือท่านเท่านั้น...)
,msg4,"โลกกำลังถูกผลาญด้วยคำสาป<br>แต่เหตุใดศาสนจักรจึงเดินหน้า ""ล่าแม่มด..."""
,msg5,"พวกเขาอ้างว่า ""หากพวกเราฆ่าแม่มด คำสาปก็จะสลายไปด้วย"""
,msg6,ถึงอย่างนั้นก็ดูเหมือนว่า<i>พวกมัน</i>เองคือผู้อยู่เบื้องหลังการแพร่กระจายของคำสาป
,msg7,เรามีพรรคพวกแล้ว...! <br>ไอริส เจ้ายังมีกำลังพอที่จะสู้ไหม?
,msg8,แน่นอน <br>ในตอนนี้ไม่มีใครที่จะต้องการนายท่านมากไปกว่าโลกใบนี้แล้ว
,msg9,ข้าจะไม่ปล่อยให้พวกหมูสกปรกอย่างศาสนจักรขโมยนายท่านไปจากพวกเรา!
,name1,ไอริส
,name2,อิลลิยา
