Ignore,Key,Message
Y,メッセージ,
,msg1,"Et dire que vous m'avez sauvé la vie<br>non pas une fois, mais bien deux...​"
,msg2,Vous volez constamment à mon secours...
,msg3,"(Ah, Maître... Il n'y a décidément que vous<br>que je me dois de servir...)"
,msg4,Pourquoi l'Église de Longinus poursuit-elle<br>ses chasses aux sorcières malgré la malédiction<br>qui ravage le monde...
,msg5,Car ils s'imaginent qu'éliminer les sorcières<br>lèvera la malédiction.​
,msg6,Alors qu'ils semblent eux-mêmes propager<br>cette même malédiction.
,msg7,"On a de la compagnie... ! Tu peux te lever, Iris ?​"
,msg8,Évidemment. Le monde entier repose sur notre duc.
,msg9,Je ne laisserai pas ces rats d'église l'approcher !​
,name1,Iris
,name2,Illya
