Ignore,Key,Message
Y,メッセージ,
,msg1,"Menurutku, kau akan menyelamatkanku bukan hanya sekali, tapi dua kali..."
,msg2,"Kau selalu ada untuk menyelamatkanku, ya kan...<br>Sama seperti apa yang kau lakukan beberapa tahun lalu..."
,msg3,"(Oh, tuanku... <br>Aku tahu satu-satunya orang yang bisa aku layani...adalah kamu...)"
,msg4,"Dunia telah dihancurkan oleh Kutukan, <br>jadi kenapa gereja melakukan ""Pemburuan Penyihir...?"""
,msg5,"Itu karena mereka berkata, ""Jika kita membunuh para penyihir, <br>kutukannya akan hilang bersamaan dengan itu."""
,msg6,"Meskipun, sepertinya <i>merekalah</i> yang berada di balik tersebarnya kutukan."
,msg7,"Kita mendapatkan teman...! <br>Iris, apa kau masih punya semangat?"
,msg8,Tentu saja aku punya. <br>Sekarang dunia ini sangat membutuhkan Duke lebih dari siapapun.
,msg9,Aku tidak akan membiarkan kalian para cecunguk <br>gereja mengambil dia dari kami!
,name1,Iris
,name2,Illya
