Ignore,Key,Message
Y,メッセージ,
,msg1,Em không nghĩ rằng ngài lại cứu mạng em một lần nữa...
,msg2,"Ngài sẽ luôn ở đó để cứu em, đúng không...<br>như những gì ngài vẫn luôn làm..."
,msg3,"(Ôi, thưa ngài... <br>Em biết rằng người duy nhất em nên phục vụ... chính là ngài...)"
,msg4,"Thế giới đang bị tàn phá bởi Những Lời Nguyền Rủa,<br>vậy cớ sao Giáo Hội lại tiến hành “Cuộc Săn Phù Thủy...?”"
,msg5,"Bởi họ tuyên bố rằng, “Nếu xóa sổ lũ phù thủy, <br>Những Lời Nguyền Rủa cũng sẽ biến mất.”"
,msg6,Dù có vẻ như <i>chính họ</i> là kẻ đứng sau sự lan truyền của Những Lời Nguyền Rủa đó.
,msg7,"Chúng ta có thêm người đồng hành rồi...! <br>Iris, cậu còn chiến đấu được chứ?"
,msg8,"Tất nhiên rồi. <br>Lúc này, thế giới cần Công Tước hơn bất cứ ai."
,msg9,Ta sẽ không để bọn khốn Giáo Hội các người cướp ngài ấy đi đâu!
,name1,Iris
,name2,Ilya
