Ignore,Key,Message
Y,メッセージ,
,msg1,"أعتقد أنك مصدر إنقاذ حياتي ليس مرة واحدة فحسب، بل مرتين..."
,msg2,"أنت دائمًا هناك لإنقاذي، أليس كذلك...<br>تمامًا كما هو الحال طوال تلك السنوات التي مضت..."
,msg3,"(أوه، يا إلهي... <br>كنت أعلم أن الشخص الوحيد الذي أخدمه... هو أنت...)"
,msg4,"اللعنات تدمر العالم، <br>فلماذا تقوم الكنيسة بـ ""مطاردة الساحرات...؟"""
,msg5,"هذا لأنهم يدّعون، “إذا قتلنا الساحرات، <br>فسوف تختفي اللعنات معهن“."
,msg6,على الرغم من أنه يبدو أنهم <i>هم</i> من يقفون وراء انتشار اللعنات.
,msg7,"لدينا صحبة...! <br>إيريس، هل لا تزال بداخلك الروح القتالية؟"
,msg8,بالطبع لا تزال. <br>هذا العالم يحتاج الدوق أكثر من أي شخص آخر الآن.
,msg9,لن أسمح لك يا خنزير الكنيسة بأن تسرقه منا!
,name1,آيرس
,name2,إيليا
