Ignore,Key,Message
Y,メッセージ,
,msg1,ม็อดดี้เกลียดข้า
,msg2-1,"ข้าคิดว่านางกำลังเล่นน้ำกับ<br>ทุกคนอย่างสนุกสนานเสียอีก<br>นีน่าร้อง ""ย่าห์!"" "
,msg2-2,"โซเนียตะโกน ""เอาไปกิน!"" "
,msg2-3,"บางทีเซอร์เบอรัสอา<br>จทำแรงเกินไปจากเสียง<br>""ตูม"" นั่น…"
,msg3,...ข้าควรทำอย่างไรดี
,msg4,ก่อนที่จะรู้ตัว<br>ทุกคนก็กลับไปยังทะ<br>เลสาบแล้วเล่นน้ำต่อ
,msg5-1,ม็อดดี้ยังรักษาระยะ<br>ห่างและเฝ้าจับตาดูทุกคน... 
,msg5-2,เข้าใจล่ะ<br>นางต้องการไปเล่นกับทุกคน
,msg6,ในฐานะผู้ดูแลเด็กๆ<br>เหล่านี้ ข้า...!
,msg7,ทันใดนั้น<br>ข้าก็ได้ยินเสียงกรี<br>ดร้องจากทะเลสาบ
,msg8-1,สายตาของข้ากวา<br>ดไปยังต้นทางของเสียง<br>ข้าก็ได้เห็นเด็กๆ 
,msg8-2,ที่กำลังขดตัวอยู่ในน้ำ<br>และอสูรต้องสาปที่ยืนอยู่เหนือผิวน้ำ
,msg9,เจ้านั่นต้องเป็นสิ่งที่ทำให้เด็กๆ<br>กลัวแน่ๆ...!
,msg10-1,ท่านดยุคฝากฝังเด็กๆ<br>ไว้กับข้า 
,msg10-2,ข้าเองก็ต้องปฏิบัติตา<br>มภารกิจที่ได้รับ...!
