Ignore,Key,Message
Y,メッセージ,
,msg1,ก่อนที่จะสามารถลงมืออะไรได้<br>อสูรตัวนั้นก็คำราม<br>แล้วพื้นที่ทั้งหมดก็ถูก<br>ปกคลุมไปด้วยหมอก
,msg2-1,ข้ารู้สึกไม่ดีเป็นอย่างมาก...<br>ความรู้สึกเดียวกับเมื่อครั้งนั้น 
,msg2-2,เมื่อความกระหายเลือดของอั<br>ศวินกลืนกินทั้งหมู่บ้านของข้า 
,msg2-3,เมื่อ... การล่าแม่มดเริ่มต้นขึ้น
,msg3-1,กว่าจะรู้ตัวว่าเกิดเรื่องผิดปกติ<br>มันก็สายเกินไปเสียแล้ว... 
,msg3-2,เพราะข้า<br>ท่านแม่เลย…
,msg4,"""...ซาบรินา"""
,msg5-1,เสียงนั้น... 
,msg5-2,ไม่ เป็นไปไม่ได้<br>เพราะว่าคนๆ นั้น…
,msg6-1,แม่ของข้าปรากฏออกมาจากหมอก 
,msg6-2,รอยยิ้มของแม่ช่างอบอุ่นและอ่อนโยน<br>เหมือนที่เคยจำได้…
,msg7,แต่ในชั่วพริบตา<br>ร่างกายของแม่ก็ลุกท่วม<br>ไปด้วยเปลวไฟ
,msg8,"""...ช่วยแม่ด้วย ซาบรินา"""
,msg9-1,คำพูดเหล่านั้นหลุดออกมา<br>จากปากของแม่ที่ยื่นมือมาให้ข้า... 
,msg9-2,ไม่ใช่...<br>นี่เป็นภาพลวงตา<br>ไม่ใช่แม่ของข้า 
,msg9-3,แต่…
,msg10,"""...เข้าใจแล้ว<br>สิ่งเดียวที่เจ้าทำก็คือมองดูข้าไหม้<br>เป็นจุณอีกครั้งใช่ไหม"""
,msg11-1,...ใช่แล้ว<br>วันนั้น 
,msg11-2,ข้าได้แต่มองดูเปลวไฟที่ก<br>ลืนกินแม่ของข้าทั้งเป็น…
