Ignore,Key,Message
Y,メッセージ,
,msg1-1,"An jenem Tag <br>konnte ich nichts tun, "
,msg1-2,als meine Mutter in <br>das tosende Feuer <br>geworfen wurde. 
,msg1-3,"Nichts ... <br>Sogar als sie nach mir rief, <br>immer und immer wieder ..."
,msg2,Die Ketten meiner <br>Vergangenheit halten mich <br>auch heute noch gefangen.
,msg3-1,Die Ereignisse jenes Tages <br>schossen mir durch den Kopf <br>und lähmten meinen Körper. 
,msg3-2,"Ich kann nicht zu <br>meiner Mutter laufen, <br>geschweige denn meine <br>Hand nach ihr ausstrecken ..."
,msg4,"Ich bin noch <br>immer das hilflose, <br>kleine Mädchen von damals, <br>und werde es immer bleiben ..."
,msg5,„Sabrina!“
,msg6,Plötzlich hörte ich Moddey <br>meinen Namen rufen.
,msg7-1,"Ich sehe mich um, <br>und da steht sie, im See, "
,msg7-2,obwohl sie Wasser nicht <br>ausstehen kann ...
,msg8-1,„Deine Mutti ruht in Frieden. 
,msg8-2,"Aber wenn dir das <br>gleiche zustoßen sollte, <br>wird sie sich solche <br>Sorgen machen, <br>dass sie wieder aus ihrem <br>Grab rausgesprungen kommt.“"
,msg9,"„Na los, zeig’s ihr. <br>Zeig ihr, was aus <br>dir geworden ist ...!“"
,msg10-1,"Moddey hat recht. <br>Ich bin nicht mehr <br>das hilflose, kleine <br>Mädchen von damals. "
,msg10-2,Ich bin Sabrina. <br>Und das sind <br>meine Kameraden!
,msg11-1,Nimm deinen <br>Mut zusammen. <br>Schreite voran! 
,msg11-2,Deine Kameraden <br>zählen auf dich ... <br>Beweg dich!
,msg12-1,"In diesem Moment sah ich, <br>wie ein seltsames Licht in <br>meiner Hand aufleuchtete. "
,msg12-2,Ist das ... eine neue Kraft?
