Ignore,Key,Message
Y,メッセージ,
,msg1,しかしその時、<br>獣の鳴き声と共に<br>霧が周囲を覆った。
,msg2-1,嫌な感じがする……<br>あの時と同じだ。
,msg2-2,あの日、騎士達が放った<br>殺気が村全体を包み込み、
,msg2-3,そして魔女狩りが始まった時と。
,msg3-1,異変を感じた時には<br>全てが手遅れで……
,msg3-2,そのせいで母さんも……っ
,msg4,――サブリナ。
,msg5-1,この声はまさか……
,msg5-2,いや、そんな筈はない。<br>だってあの時……
,msg6-1,霧の中から、母が現われた。
,msg6-2,あの頃と同じように、<br>優しく私に微笑んで……
,msg7,だけど次の瞬間、<br>母の体が炎に包まれた。
,msg8,――助けて、サブリナ。
,msg9-1,そう言って母は<br>私に手を伸ばすが……
,msg9-2,違う。これは<ct=3000>幻影</ct>、<br>本当の母ではない。
,msg9-3,だけどっ……
,msg10,――またあなたは<br>見ているだけで、<br>何もしてくれないのね。
,msg11-1,……っそうだ、あの時、<br>私はただ見ていた。
,msg11-2,炎に呑まれていった<br>母を前に、何もせず……
