Ignore,Key,Message
Y,メッセージ,
,msg1-1,С тех пор мы вместе живем<br>в городе господина. 
,msg1-2,Сегодня мы с сестрой<br>собираемся пойти<br>по магазинам.
,msg2-1,В городе столько<br>всего интересного. 
,msg2-2,Я загляделась по сторонам<br>и в какой-то момент<br>отстала от сестры.
,msg3-1,Но я не буду плакать. 
,msg3-2,"Вот же она,<br>уже нашла меня."
,msg4-1,"Она крепко взяла меня за руку,<br>чтобы я больше не терялась. "
,msg4-2,Ее рука такая теплая... 
,msg5-1,"Когда мы возвращались<br>домой на закате, "
,msg5-2,за нашими спинами шагали<br>бок о бок две наших тени. 
,msg5-3,"Хе-хе, даже наши<br>тени - не разлей вода.<br>Да, сестренка?"
,msg6,"О, смотри, вон наш господин!<br>Он вышел к нам навстречу!"
,msg7-1,"Идем, сестренка! "
,msg7-2,"Ты, я и господин - "
,msg7-3,пойдемте вместе домой!
