Ignore,Key,Message
Y,メッセージ,
,msg1-1,Aku punya mimpi—
,msg1-2,mimpi yang sangat <br>menyeramkan di mana
,msg1-3,Kakak sudah tidak <br>ada di sini lagi.
,msg2-1,"Ketika aku <br>membuka mataku, <br>aku melihat Kakak <br>tersenyum padaku. "
,msg2-2,"""Tidak apa-apa. <br>Aku tidak pergi ke manapun."""
,msg3-1,Terima kasih Tuhan. <br>Ternyata itu <br>semua adalah mimpi.
,msg3-2,"Tapi ketika aku <br>memeluk Kakak, "
,msg3-3,tubuhnya telah <br>tersambar petir.
,msg4-1,Lengannya yang hangus <br>menggenggam tanganku.
,msg4-2,"Dia bertanya...  <br>""Kenapa...?"""
,msg5-1,"T-tidak, <br>tidak seperti itu... "
,msg5-2,A-aku hanya ingin <br>menyelamatkanmu...
,msg5-3,"tapi kekuatan aneh ini <br>mengaliri tubuhku, dan..."
,msg6-1,"Sebelum aku menyadarinya, <br>aku sendirian di dalam mimpiku."
,msg6-2,"Tidak, itu bukan mimpi."
,msg6-3,Ini kenyataan.
,msg7,Karena <br>a...aku membunuhnya!!
