Ignore,Key,Message
Y,メッセージ,
,msg1-1,Мне приснился сон - 
,msg1-2,"настоящий кошмар, "
,msg1-3,в котором моей сестры<br>больше не было рядом.
,msg2-1,"Когда я в панике открыла глаза,<br>передо мной была моя сестра,<br>она улыбалась мне. "
,msg2-2,"""Все хорошо.<br>Я никуда не ухожу""."
,msg3-1,Какое облегчение.<br>Это и правда был<br>всего лишь сон. 
,msg3-2,"Но когда я подалась к сестре,<br>чтобы ее обнять, "
,msg3-3,в нее ударила молния.
,msg4-1,"Ее обуглившаяся,<br>почерневшая рука<br>схватила мою. "
,msg4-2,"""Почему?""<br>- спросила она... "
,msg5-1,"Н-Нет,<br>все совсем не так... "
,msg5-2,Я-Я хотела спасти тебя... 
,msg5-3,"но эта странная сила<br>вырвалась наружу, и... "
,msg6-1,"И тут я поняла,<br>что осталась совсем<br>одна в своем сне. "
,msg6-2,Нет. Это не сон.<br>Это происходит наяву.
,msg6-3,Потому что я... 
,msg7,я убила ее!
