Ignore,Key,Message
Y,メッセージ,
,msg1,Господин оказался<br>таким добрым человеком!
,msg2-1,"Он не только путешествует<br>по всему миру, "
,msg2-2,"снимая Проклятие,<br>но и пообещал помочь<br>мне спасти Цербер."
,msg3-1,"Она ждет на вершине горы,<br>сокрытая завесой проклятого<br>грозового шторма. "
,msg3-2,Одной идти туда опасно. 
,msg3-3,"Мне повезло, что господин<br>согласился помочь."
,msg4-1,Но я не могу все время<br>полагаться на других... 
,msg4-2,"Я должна стать сильнее,<br>чтобы быть в состоянии<br>хотя бы защитить Цербер."
,msg5-1,"В конце концов,<br>причина ее безумия... "
,msg5-2,это я... 
