Ignore,Key,Message
Y,メッセージ,
,msg1-1,Цербер плакала в одиночестве<br>в святилище на горе. 
,msg1-2,Вокруг нее неистово<br>сверкали разряды молнии... 
,msg1-3,будто бы создавая<br>непробиваемую стену<br>вокруг ее сердца.
,msg2-1,"Когда Ведьма Клифа<br>теряет контроль,<br>до нее никто не<br>может достучаться. "
,msg2-2,"Но, к счастью,<br>это может сделать<br>посох господина."
,msg3-1,"Цербер,<br>твоя старшая сестренка здесь. "
,msg3-2,Теперь все хорошо.
,msg4-1,"Когда я крикнула, "
,msg4-2,"чтобы успокоить ее,<br>гроза немного стихла,<br>и Цербер удивленно<br>посмотрела на меня. "
,msg4-3,Ее глаза наполнились слезами. 
,msg4-4,"Наконец-то,<br>она снова стала собой. "
,msg4-5,"Не успела я<br>почувствовать облегчение,<br>как ее лицо скривилось от боли."
,msg5-1,"""Ты лжешь!..<br>Моей старшей<br>сестры здесь нет!.. "
,msg5-2,"Это невозможно,<br>потому что я... "
,msg5-3,"я убила ее!"""
,msg6-1,"Из ее уст вырвался<br>душераздирающий крик, "
,msg6-2,и молнии окутали ее... снова.
