Ignore,Key,Message
Y,メッセージ,
,msg1-1,Цербер стояла посреди<br>неистово бушующей<br>грозовой бури и плакала. 
,msg1-2,"Что я делаю?<br>Ведь я сказала себе, "
,msg1-3,"что стану сильнее, "
,msg1-4,чтобы спасти ее... 
,msg2-1,"Она плачет прямо передо мной, "
,msg2-2,"взывает ко мне беспрестанно:<br>""Сестренка. Сестренка..."""
,msg2-3,"Если я не спасу ее сейчас,<br>то когда?!"
,msg3-1,"Я ринулась к ней, "
,msg3-2,"превозмогая себя,<br>vно меня поразил удар молнии. "
,msg3-3,"Электричество бежит<br>по моему телу,<br>пронзает мою душу<br>глубоко насквозь. "
,msg3-4,"Я отчаянно стискиваю зубы,<br>чтобы не закричать."
,msg4-1,Мне...<br>мне совсем не больно... 
,msg4-2,"Это даже близко не<br>сравнимо с той болью,<br>которую испытывает она!.."
,msg5-1,"Я встаю,<br>и тут же снова падаю,<br>пораженная очередным<br>разрядом. "
,msg5-2,"Мое истерзанное тело<br>охвачено пламенем,<br>ноги обгорели. "
,msg5-3,"Молнии бьют беспощадно, "
,msg5-4,с каждым ударом пронзая<br>насквозь мое тело.
,msg6-1,Но... 
,msg6-2,я поднимаюсь снова. 
,msg6-3,Я больше не могу<br>видеть ее слезы.
,msg7-1,"Преодолев грозовую бурю,<br>я добралась до Цербер. "
,msg7-2,"Она дрожала...<br>поэтому я обняла<br>ее так нежно,<br>как могла."
,msg8-1,Все в порядке.<br>Больше тебе не<br>нужно бояться.
,msg8-2,А теперь пойдем домой.
,msg9-1,Сквозь грозовые облака<br>начинают пробиваться<br>лучи солнца. 
,msg9-2,"Я вижу, как цвет ее глаз снова<br>становится нормальным, "
,msg9-3,а затем мое сознание<br>уносит куда-то прочь.
