Ignore,Key,Message
Y,メッセージ,
,msg1-1,"Cuando abrí los ojos, <br>estaba en una cama. "
,msg1-2,Cerbero me ve despertar <br>y me abraza con lágrimas <br>corriendo por su rostro.
,msg2,"No deja de disculparse, <br>así que le acaricio suavemente <br>su pequeño rostro."
,msg3-1,Yo soy quien lo siente. <br>Me tardé mucho en rescatarte. 
,msg3-2,Y... 
,msg3-3,me alegra mucho que <br>estés a salvo.
,msg4-1,"Entonces, nos sentamos por <br>horas charlando sobre todo, <br>y sobre nada. "
,msg4-2,
,msg4-3,"Después de todo, ha pasado <br>mucho desde que nos vimos. <br>Tenemos que compensar todo <br>el tiempo que perdimos."
,msg5-1,"¿Eh? ¿Quieres saber más <br>sobre el maestre, Cerbero? "
,msg5-2,"Te agrada tanto, ¿eh? "
,msg5-3,Mmm...
,msg6-1,"No hay que <br>apresurarnos, ¿sabes? "
,msg6-2,"Nunca vamos a <br>separarnos, ¿verdad?"
,msg7-1,"Ahora, para mi <br>próxima historia, "
,msg7-2,creo que hablaré de la <br>vez que conocí al maestre.
