Ignore,Key,Message
Y,メッセージ,
,msg1-1,"Un día, encontré un <br>hermoso rojo en el pueblo. "
,msg1-2,"Era diferente del que buscaba, <br>pero este también me gustó."
,msg2-1,Este hermoso rojo que brillaba <br>en las manzanas de un puesto <br>de fruta cercano.
,msg2-2,
,msg3,"""Hola. ¿Me da esa <br>manzana roja, por favor?"""
,msg4,"""Ahh, lo siento, cariño, <br>pero no tienes suficiente dinero""."
,msg5,No me dio mi rojo.
,msg6-1,"Es mi rojo, <br>¿por qué no me lo da? "
,msg6-2,"""Es un hombre malo, <br>¿verdad, Emma?"""
