Ignore,Key,Message
Y,メッセージ,
,msg1,Um dia eu fui chamada<br>pelo comandante —<br>um aristocrata que<br>liderava nossa unidade —<br>e me dirigi até o<br>nosso quartel-general.
,msg2,"""Não existe nenhuma<br>história conhecida<br>sobre a sua terra natal?"""
,msg3,"Foi uma pergunta estranha,<br>mas eu respondi despreocupada."
,msg4,"""Bem, dizem que quem fundou<br>a minha vila foi uma bruxa"",<br>eu disse."
,msg5,"Poucos dias depois,<br>a vila foi atacada<br>pela companhia."
,msg6,"""Ah, aquela informação..."" "
,msg7,"Quando eu me dei conta,<br>já era tarde demais."
,msg8,"O que eu vi quando cheguei<br>correndo até lá foram<br>apenas a pilha de corpos, "
,msg9,os pilares de fogo e fumaça<br>que se erguiam e os<br>soldados dando uma<br>risada sórdida.
,msg10,"Ao me avistarem,<br>eles apontaram as<br>armas na minha direção."
,msg11,Provavelmente eu era a<br>única sobrevivente<br>daquele lugar.
,msg12,"Ai...! No fim das contas,"
,msg13,eu não tinha conseguido<br>proteger nada?!
