Ignore,Key,Message
Y,メッセージ,
,msg1,바로 그때 누군가 크게<br>외치는 소리가 들렸다.
,msg2,"고개를 들자, 지팡이를 든<br>청년이 서 있었고..."
,msg3,당황하는 나에게<br>그는 손을 내밀었다.
,msg4,나의 힘이 필요하다고?<br>미래를 지키기 위해서?
,msg5-1,그럴 리가 없어.
,msg5-2,마을 하나 바로잡지 못한<br>내가 할 수 있는 일 따윈....
,msg6,그때였다.<br>어디선가 따뜻한<br>시선이 느껴졌다.
,msg7-1,나의 제자들...
,msg7-2,나를 바라보는 눈동자는<br>죄악감으로 흔들리고 있었다....
,msg8-1,아아 그런가.
,msg8-2,나의 가르침은<br>제대로 남아 있었어.
,msg9,"그래, 중요한 것은<br>남을 생각하는 마음."
,msg10-1,"나는 제자들을<br>가볍게 한번 바라본 뒤,"
,msg10-2,그의 손을 잡았다.
,msg11,이 마을을 틀어지게 만든<br>악순환을 끊기 위해서는<br>뿌리부터 바로잡아야 해.
,msg12,"피해자는 누구이며,<br>가해자는 누구인지.<br>내 눈으로 직접 판단하겠어."
,msg13-1,그리고 언젠가<br>저 아이들에게도 가르쳐 줘야지.
,msg13-2,세계를 구한<br>용사님의 이야기를.
