Ignore,Key,Message
Y,メッセージ,
,msg1,Sie schlossen mich in<br>einem hohen Turm ein.
,msg2-1,"Solange ich hier bleibe,<br>werden diese Männer Rean<br>und das Dorf in Ruhe lassen. "
,msg2-2,Das haben sie<br>mir versprochen.
,msg3-1,"Es wird schon.<br>Ich bin es gewohnt,<br>eingesperrt zu sein. "
,msg3-2,"So ist es immer gewesen,<br>auch früher schon."
,msg4,"Nur, dass diejenige,<br>die versucht hat,<br>mich nach draußen<br>mitzunehmen,<br>nicht mehr bei mir ist."
,msg5,"Ich frage mich,<br>wie viele Tage oder gar Monate<br>seitdem vergangen sind."
,msg6-1,Wahrscheinlich sind es gar<br>nicht so viele gewesen. 
,msg6-2,"Aber in diesem Zimmer,<br>in das kein einziger<br>Sonnenstrahl fällt,<br>weiß ich nicht einmal das."
,msg7-1,Ist es Morgen? Nacht? 
,msg7-2,"Ich weiß nicht einmal,<br>weshalb ich hier<br>weggesperrt sein muss."
,msg8-1,Plötzlich fiel mir die<br>Krone vom Kopf. 
,msg8-2,In diesem Augenblick blitzte<br>das Bild einer Person<br>in meinem Geist auf. 
,msg8-3,Nur ...<br>Wer ist das bloß?
,msg9-1,Ich weiß es nicht. 
,msg9-2,Warte ich hier<br>auf jemanden?
,msg10-1,Weshalb ... 
,msg10-2,"Weshalb bereitet mir etwas,<br>woran ich mich nicht<br>einmal erinnern kann,<br>solche Pein ...?"
