Ignore,Key,Message
Y,メッセージ,
,msg1,这难道是……魔女的力量？<br>原来传说是真的……
,msg2,那些人看着我的眼神变了。
,msg3-1,我很害怕……
,msg3-2,不过他们的目标既然是魔女，<br>那么……
,msg3-3,我走到他们的面前，说：
,msg4,“我跟你们走。<br>　请你们放过琳恩……<br>　放过她。”
,msg5,听到我这么恳求之后，<br>他们拿出了一顶王冠。
,msg6-1,祭品之冠——
,msg6-2,能够压制魔女之力的王冠，<br>成为活祭品的象征。
,msg7-1,村里也有一个同样的东西，
,msg7-2,听说以前开拓村庄的魔女，<br>就是因为那顶王冠<br>才被教派囚禁的。
,msg8,村里的王冠已经失去效力了，<br>但是我从以前就很怕那顶王冠。
,msg9-1,可是，琳恩像骑士一样<br>呵护着我、给我承诺，
,msg9-2,说她会保护我。
,msg10-1,在那之后，<br>我就不再害怕传说或是王冠了。
,msg10-2,因为琳恩将它们<br>全部变成了美好的回忆。
,msg11-1,……我必须保护她。
,msg11-2,这一次，<br>换我来保护琳恩……
