Ignore,Key,Message
Y,メッセージ,
,msg1,"“...Priscilla, <br>I’ll protect you...”"
,msg2-1,Those words echo in my <br>mind over and over again. 
,msg2-2,"But, I just can’t <br>remember anything... "
,msg2-3,Who <i>are</i> you...?
,msg3,"I should be scared <br>to death of this crown, <br>so why can’t I just <br>let go of it...?"
,msg4-1,"Suddenly, "
,msg4-2,"I felt as if someone was <br>calling out my name. <br>But, who...?"
,msg5,I know this voice... <br>I...remember...!
,msg6,It’s someone who’s <br>as bright as the sun. <br>Someone who always <br>fills me with courage...
,msg7-1,That’s right. I’ve been <br>waiting for this moment. 
,msg7-2,The moment when you <br>come and save me...
,msg8,"“I’ve come to keep my promise. <br>Let’s go home, Priscilla. <br>Together.”"
,msg9-1,...!
,msg9-2,...Rean!
,msg10-1,"Huh? How strange. <br>I can’t get my words <br>to come out, "
,msg10-2,even though there <br>are so many things <br>I wanted to say.
,msg11-1,"But now, <br>I’ll say the words <br>I want to tell you <br>the most. "
,msg11-2,"Thank you, Rean!"
