Ignore,Key,Message
Y,メッセージ,
,msg1,On m'emmena dans<br>une haute tour.
,msg2-1,"Tant que je suis ici,<br>Lyn et le village<br>ne craindront rien. "
,msg2-2,Tel était mon marché<br>avec ces hommes.
,msg3-1,Puis je suis habituée 
,msg3-2,à vivre enfermée.
,msg4,"Sauf que cette fois-ci,<br>personne ne viendra<br>me faire sortir..."
,msg5,"Depuis ce jour-là,<br>je perdis la notion du temps."
,msg6-1,"Peut-être que peu de<br>temps s'était écoulé<br>depuis mon enfermement, "
,msg6-2,mais impossible d'en<br>avoir le cœur net<br>sans voir lumière du jour.
,msg7-1,Était-ce le jour ?<br>La nuit ? 
,msg7-2,Je ne me rappelais même<br>plus de la raison pour<br>laquelle j'étais ici.
,msg8-1,"Puis tout à coup,<br>la couronne tomba de ma tête. "
,msg8-2,"À ce moment,<br>j'eus une vision. "
,msg8-3,Mais qui est cette personne ?
,msg9-1,Je ne sais plus. 
,msg9-2,Et qui suis-je en<br>train d'attendre ?
,msg10-1,Pourquoi est-ce<br>qu'une chose dont 
,msg10-2,je ne me rappelle pas<br>me fait tant souffrir... ?
