Ignore,Key,Message
Y,メッセージ,
,msg1,"Eu atravessei a floresta<br>onde tinha encontrado<br>aquela mulher e continuei<br>fugindo pela noite toda,<br>enquanto evitava ser<br>vista por alguém."
,msg2,Essa foi minha primeira<br>viagem pra longe de casa.
,msg3,"Eu nasci e fui<br>criada naquela cidade,<br>mas já não podia mais<br>contar com ninguém lá."
,msg4,... Por que eu acabei me<br>tornando uma bruxa?
,msg5,Foi porque me comportei mal?
,msg6,Porque já era o meu<br>destino desde nascença?
,msg7,Ou porque... eu conversei<br>com aquela pessoa?
,msg8,Não! Isso não podia ser!
,msg9,"Isso... Ah, sim.<br>Tudo não passava<br>de um sonho."
,msg10,Bastava eu acordar pra<br>todo mundo voltar ao normal.
,msg11,Afinal eu sempre fui<br>tão bem comportada.
,msg12,Por isso eu precisava<br>despertar logo<br>daquele pesadelo.
,msg13,Despertar logo e ir<br>brincar de novo na<br>casa daquela pessoa... 
