Ignore,Key,Message
Y,メッセージ,
,msg1-1,那一天我照常上門，
,msg1-2,卻發現于貝爾面無血色地躺在床上。
,msg2,「我好像……到極限了……」
,msg3,原本只從指尖散落的光芒，<br>現在卻從她全身各處溢出來，<br>快速地消耗著她僅存的一點生命。
,msg4,「那幅畫，我還沒畫完……」
,msg5-1,我摸了摸胸前的花。<br>那個人留給我，好用來殺死我的花。
,msg5-2,既然它能停止我不老不死的力量，<br>那應該也能停止于貝爾的力量。
,msg6,可是，<br>如果我用掉它所剩無幾的力量，<br>它一定會徹底凋謝……
,msg7-1,「不要……<br>　我不值得妳這麼做……
,msg7-2,　求求妳，就讓我……」
,msg8,她虛弱地閉上雙眼，<br>拒絕了我。
,msg9-1,我不知道她的過去，<br>也沒辦法體會她的絕望。
,msg9-2,當一個人關上心門時，<br>話講得再好聽也打不開那把心鎖。
,msg10,但我知道有種白目的溫柔，<br>可以強行撬開絕望的心。
,msg11,「既然妳那麼想死，<br>　不如把妳的命給我好了。」
,msg12,于貝爾重新張開眼睛。<br>然後，她看著我的雙眼笑了。
,msg13,「可以呀，如果妳要的話……」
