Ignore,Key,Message
Y,メッセージ,
,msg1-1,"One day, just like any other day, <br>I was visiting Yubera’s house, "
,msg1-2,"when I found her lying on the bed, <br>her face deathly pale."
,msg2,“It looks like...this is it for me...”
,msg3,"The light that had been <br>spilling out of her fingertips <br>was now overflowing <br>from her entire body, <br>rapidly burning through <br>the little life essence <br>she had left."
,msg4,“I never got to finish my painting...”
,msg5-1,I reached for my chest <br>and touched the flower. <br><i>She</i> gave me this flower <br>so I can die.
,msg5-2,"If it can put a stop <br>to my immortality, <br>then it should be able to do <br>the same to Yubera’s power."
,msg6,"But, it’s nearly lost all its color, <br>so I’m sure using it now would <br>consume every ounce of <br>its power...to make it <br>wither away completely..."
,msg7-1,“No... I’m not the kind of<br> person worth saving... 
,msg7-2,Please...let me be...”
,msg8,Yubera then weakly <br>shut her eyes in protest.
,msg9-1,I don’t know anything <br>about the despair <br>she had to suffer through. 
,msg9-2,"When someone closes off <br>their heart, no amount of <br>kind words will ever reach them."
,msg10,"But, I <i>do</i> know the type of <br>selfish kindness that can <br>pry that type of heart right open."
,msg11,"“If you’re gonna die anyway, <br>why not give your life <br>over to me?” "
,msg12,"Yubera slowly opens her eyes. <br>Then, gazes into mine, <br>and smiles. "
,msg13,"“If I’m giving it <br>over to you, Fia... <br>Sure.” "
